  -0.013480    0.007880  -0.0819   0.0211  -3.7200   1.4348 
  -0.014120    0.005100  -0.1275  -0.0606  -3.5376   1.6167 
  -0.013030    0.002310  -0.0938  -0.0996  -3.5704   0.7039 
  -0.009100    0.000130  -0.0664  -0.1388  -3.6230  -0.2593 
  -0.004990    0.001280  -0.0383  -0.1760  -3.6861  -1.1852 
  -0.003770    0.003780   0.0342  -0.0855  -4.2647  -0.8417 
  -0.000360    0.009180   0.1131   0.0045  -4.7162  -0.5100 
   0.001990    0.012930   0.1946   0.0985  -5.1985  -0.1562 
   0.000580    0.016450   0.1545   0.1440  -5.6578   0.1613 
  -0.002500    0.018200   0.1140   0.1914  -6.1076   0.4874 
  -0.005780    0.019140   0.0760   0.2389  -6.6017   0.8256 
  -0.010510    0.016200  -0.0186   0.1452  -7.0592   1.1491 
  -0.014350    0.015480  -0.1104   0.0498  -7.5502   1.5129 
  -0.017290    0.012050  -0.2061  -0.0463  -8.0294   1.8743 
  -0.019550    0.007060  -0.2020  -0.1202  -8.4722   2.2697 
  -0.021570    0.001150  -0.2010  -0.1906  -8.8794   2.6710 
  -0.019600   -0.001950  -0.2020  -0.2599  -9.2448   3.1026 
  -0.016210   -0.003010  -0.1015  -0.1691  -9.5518   3.5306 
  -0.017510   -0.001210   0.0002  -0.0758  -9.8190   3.9683 
  -0.011540    0.004750   0.1032   0.0176 -10.0629   4.3759 
  -0.006760    0.009770   0.1232   0.1196 -10.0625   4.9196 
  -0.008310    0.013300   0.1417   0.2216 -10.0991   5.4483 
  -0.010470    0.020900   0.1596   0.3229 -10.1411   6.0002 
  -0.012990    0.021710   0.0692   0.2568  -9.1060   6.4504 
  -0.015970    0.018550  -0.0193   0.1944  -8.0137   6.8932 
  -0.017320    0.016010  -0.1096   0.1351  -6.9108   7.2662 
  -0.019470    0.012500  -0.1302   0.0391  -6.7279   7.4741 
  -0.020460    0.007500  -0.1515  -0.0581  -6.5648   7.7368 
  -0.018610    0.005230  -0.1739  -0.1545  -6.4310   8.0135 
  -0.014280    0.002110  -0.0777  -0.1009  -5.5892   7.5146 
